title,address,unit_type,price,bedrooms,bathrooms,apartment_lat,apartment_lon,hydro_included,heat_included,water_included,laundry_included,backyard_included,parking_included,gym_included,sqft,furnished,air_conditioning,walk_score,transit_score,bike_score,img_1,"img_2""",img_3,
"
                            Upgraded Bachelor For Rent w/ In-Suite Laundry - Liberty Village
                        ","200 Dufferin Street, Toronto, ON, M6K 1Z4",Apartment,1719,1,1,43.6363313,-79.4263436,0,1,1,1,1,0,1,370,0,0,79,90,78,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/slYAAOSwqhtfANoj/$_27.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/pKwAAOSwq1tfANoj/$_2.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/6jgAAOSwpABfANoj/$_2.JPG,1
"
                            One bedroom apartment $1795 all incl. available August 1
                        ","1291 Bayview Ave, East York, ON M4G 2Z9, Canada",Apartment,1795,1.00,1,43.6976314,-79.3715027,1,1,1,1,0,0,0,600,0,0,71,55,72,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/YQkAAOSwVrxe97kl/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/CS8AAOSwjWRe97lC/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/HM8AAOSw4rte97lG/$_2.JPG,1
"
                            LARGE 2BR Corner Apartment for Rent! (Yonge and Eglinton)
                        ","2449 Yonge St, Toronto, ON M4P 1Y5, Canada",Apartment,2350,2.00,1,43.7110109,-79.3989854,0,1,1,1,0,0,0,1000,0,1,90,87,60,https://i.ebayimg.com/00/s/NzIwWDk2MA==/z/1nUAAOSwZPpfB2wG/$_27.JPG,https://i.ebayimg.com/00/s/OTIyWDEyNDI=/z/ifYAAOSwPJZfB2zR/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/i5IAAOSw4tBfB2wK/$_2.JPG,2
"
                            66 Isabella - East Tower - One Bedroom plus Den Apartment for...
                        ","66 Isabella Street, Toronto, ON, M4Y 1N3",Apartment,2100,1.50,1,43.6684244,-79.383016,0,1,0,0,1,0,0,616,0,0,98,91,75,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/j3QAAOSwJqhe4Zto/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNDc=/z/mmsAAOSwu2Re4Ztp/$_2.JPG,https://i.ebayimg.com/00/s/NjgyWDEwMjQ=/z/looAAOSwmFle4Ztp/$_2.JPG,1.5
"
                            Montgomery Mills - 50 Cordova Ave. - Jr 1 Bedroom Apartment...
                        ","50 Cordova Avenue, Etobicoke, ON, M9A 4X6",Apartment,1550,1.00,1,43.6471185,-79.5260936,0,1,1,1,1,0,1,584,0,1,85,99,82,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/EC4AAOSwS4he4ZpI/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/eEgAAOSw2eNe4ZpI/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/8awAAOSwAX9e4ZpI/$_2.JPG,1
"
                            -= Available Now! Renovated 1 bedroom apartment with parking =-
                        ",", Toronto M1K 3L4 ON, Canada",Apartment,1450,1.00,1,43.7250577,-79.2551582,0,1,0,1,1,1,0,800,0,0,35,84,50,https://i.ebayimg.com/00/s/NTk4WDgwMA==/z/NSUAAOSwgD9fCbe~/$_27.JPG,https://i.ebayimg.com/00/s/NTk4WDgwMA==/z/UtkAAOSwhMxfCbfD/$_2.JPG,https://i.ebayimg.com/00/s/NTk4WDgwMA==/z/Rk8AAOSw3INfCbfG/$_2.JPG,1
"
                            Montgomery Mills - 50 Cordova Ave. - 2 Bedroom Apartment for...
                        ","50 Cordova Avenue, Etobicoke, ON, M9A 4X6",Apartment,1750,1.00,15,43.6471185,-79.5260936,0,1,1,1,1,0,1,997,0,1,85,99,82,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/9-AAAOSwoeVe4ZpL/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/i4AAAOSwK4pe4ZpK/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/7MQAAOSwoAFe4ZpL/$_2.JPG,1
"
                            West End 1 Bedroom Apartment for Rent
                        ","1219 Harwood St, Vancouver, BC V6E 1S3, Canada",Apartment,1850,1.00,1,49.2807328,-123.1357547,0,0,1,1,1,0,0,550,0,0,88,88,54,https://i.ebayimg.com/00/s/NjU3WDgwMA==/z/haEAAOSwKSRfB0eK/$_27.JPG,https://i.ebayimg.com/00/s/NDgxWDgwMA==/z/jy0AAOSwfDxfB0eN/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/Yl4AAOSwn0dfB0eQ/$_2.JPG,1
"
                            TRENDY 2BR Corner Apartment for Rent! (Yonge and Eglinton)
                        ","2449 Yonge St, Toronto, ON M4P 1Y5, Canada",Apartment,1850,2.00,1,43.7110109,-79.3989854,0,1,1,1,0,0,0,500,0,1,90,87,60,https://i.ebayimg.com/00/s/OTA0WDEyNDI=/z/ycsAAOSwUzpfB2sn/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFg5MDA=/z/zv4AAOSwFFtfB2tT/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/hNgAAOSwfjtfB2tF/$_2.JPG,2
"
                            729-200 Dundas Street East - Condo Unit Apartment for Rent
                        ","200 Dundas street east, Toronto, ON, M5A 1Z4",Apartment,2250,2.50,1,43.6573757,-79.3740982,0,0,0,1,0,0,1,700,0,0,95,96,99,https://i.ebayimg.com/00/s/NzY4WDExNTM=/z/s8sAAOSw8zJe4XHD/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTM=/z/WScAAOSwKVhe4XHD/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTM=/z/TusAAOSwFxpe4XHC/$_2.JPG,2.5
"
                            77 Davisville Avenue - Renovated 2 Bed 2 Bath Apartment for Rent
                        ","77 Davisville Avenue, Toronto, ON, M4S 1G4",Apartment,2500,2.00,2,43.6984455,-79.393681,0,1,1,0,0,0,0,1012,0,0,86,80,54,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/IAgAAOSwhjNe4WqX/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/Y7EAAOSwiFhe4WqX/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/4vYAAOSwdxRe4WqX/$_2.JPG,2
"
                            Velocity at the Square - 2 Bedroom Apartment for Rent
                        ","252 Victoria Street, Toronto, ON, M5B 0A3",Apartment,2800,2.00,1,43.6554928,-79.3794198,0,0,0,1,0,0,1,860,0,1,99,98,94,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/PD8AAOSwFLpe4TH6/$_27.JPG,https://i.ebayimg.com/00/s/ODYyWDc2OA==/z/QngAAOSwMyBe4TH6/$_2.PNG,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/f10AAOSw5B9e4TH4/$_2.JPG,2
"
                            Montgomery Mills - 50 Cordova Ave. - 2 Bedroom Apartment for...
                        ","50 Cordova Avenue, Etobicoke, ON, M9A 4X6",Apartment,1750,2.00,15,43.6471185,-79.5260936,0,1,1,1,1,0,1,997,0,1,85,99,82,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/BQcAAOSwOape4TG6/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/0-QAAOSwMQ5e4TG6/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/D-oAAOSw87xe4TG6/$_2.JPG,2
"
                            Beautiful 1 Bdrm+Bath Apt - Danforth/Playter Estates
                        ","49 Fulton Ave, Toronto, ON M4K 1X6, Canada",Apartment,1795,1.00,1,43.6821965,-79.3551591,1,1,1,0,1,1,0,900,0,0,86,95,87,https://i.ebayimg.com/00/s/ODAwWDU0MQ==/z/oQgAAOSwlVBfB7mS/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/jGAAAOSwol9fB7mh/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/rlAAAOSwv2JfB7mp/$_2.JPG,1
"
                            A sweet two bedroom unit available on August 1
                        ","827 Cosburn Ave, East York, ON M4C 2V9, Canada",Apartment,1750,2.00,1,43.6959432,-79.3189772,0,1,1,1,0,1,0,600,0,0,83,68,94,http://img.youtube.com/vi/JpZiY3TfUEY/0.jpg,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/cHMAAOSwUQFfB7ja/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/Q3AAAOSwF41fB7jl/$_2.JPG,2
"
                            1 bedroom apt for rent - Queensway & Windermere - Lake view
                        ","105 The Queensway, Toronto, ON M6S 5B5, Canada",Apartment,1750,1.00,1,43.6360574,-79.470781,0,1,1,1,1,0,1,485,0,1,47,63,90,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/n1AAAOSwuEhfB7VU/$_27.JPG,https://i.ebayimg.com/00/s/NTUyWDgwMA==/z/x4QAAOSwD6lfB7XW/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/cykAAOSwqbBfB7Va/$_2.JPG,1
"
                            ONE BED BSMT NEW APARTMENT BATH/WILSON near suway ttc NORTH YORK
                        ","Carmichael Ave, North York, ON M5M 2X5, Canada",Apartment,1300,1.00,1,43.735073,-79.4318324,0,0,0,1,0,0,0,320,0,1,67,71,54,http://img.youtube.com/vi/ZUJXK0v-QJM/0.jpg,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/WpMAAOSw3TJeujsx/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/tZwAAOSwB6Reujs6/$_2.JPG,1
"
                            Rare Oppo rtunity Bellair Condo!!
                        ","24 Hanover Rd, Brampton, ON L6S 5K8, Canada",Apartment,1600,2.00,2,43.7179352,-79.7260507,1,1,1,1,1,2,1,1225,1,1,76,57,52,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/CMgAAOSwkjlfB6~z/$_27.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/Zt8AAOSwCVZfB6~1/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/P7YAAOSwDZhfB6~3/$_2.JPG,2
"
                            1 BR apartment for rent Best Transit, Village and Park Location
                        ","High Park, 1873 Bloor St W, Toronto, ON M6R 2Z3, Canada",Apartment,1600,1.00,1,43.6465479,-79.4636903,0,0,1,0,0,0,0,450,0,1,32,83,70,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/vNoAAOSwSJFfB7AV/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/ZFUAAOSwFIpfB7BV/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/oDgAAOSwgXlfB7BX/$_2.JPG,1
"
                            $1400 / 1br - Luxury, Just Renovated ,Furnished 1-bdr. apt. ( wa
                        ","Osler St, Toronto, ON M6P 4A2, Canada",Apartment,1400,1.00,1,43.6665168,-79.4575836,1,1,1,1,0,1,0,500,1,1,68,74,75,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/tHMAAOSwJNxfB6Qf/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/EUYAAOSwUy9fB6QZ/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/it0AAOSwDstfB6Pm/$_2.JPG,1
"
                            1 bedroom in shared 3 bedroom apartment in the Junction!
                        ",", The Junction M6P1N2 ON, Canada",Apartment,670,1.00,1,43.6641989,-79.4599289,1,1,1,0,0,0,0,300,0,1,82,90,99,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/83cAAOSwDO9fB55p/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/N~AAAOSwtoNfB55Y/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/PBkAAOSwa09fB55i/$_2.JPG,1
"
                            Studio Condo apartment in Toronto
                        ","478 King St W, Toronto, ON M5V 0A8, Canada",Apartment,1800,1.00,1,43.6454752,-79.3961045,1,1,1,1,1,0,1,550,1,1,98,10,98,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/FKQAAOSwwTtfB53S/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/4d4AAOSwl3tfB53W/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/-UMAAOSwoTBfB53Z/$_2.JPG,1
"
                            GORGEOUS, MODERN 1 BEDROOM APARTMENT (Warden Ave & Danforth Rd)
                        ",", Toronto M1L0G2 ON, Canada",Apartment,1650,1.00,1,43.7007321,-79.2734801,0,0,0,1,0,0,0,550,0,1,31,76,50,https://i.ebayimg.com/00/s/MzAyWDQ1NA==/z/FxUAAOSwUl9fB51z/$_27.JPG,https://i.ebayimg.com/00/s/MzE4WDQ4MA==/z/IB8AAOSwnyFfB511/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/erwAAOSwqZpfB514/$_2.JPG,1
"
                            2 BEDROOM UNIT, 5 MINUTE RIDE TO SUBWAY (Warden & Danforth Rd)
                        ",", Toronto M1L0G2 ON, Canada",Apartment,1700,2.00,1,43.7007321,-79.2734801,0,0,0,1,0,0,0,750,0,1,31,76,50,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/x2sAAOSwAyRfB5wu/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/RM4AAOSwLClfB5w3/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/RSMAAOSwb4tfB5w6/$_2.JPG,2
"
                            downtown bachelor apartment 565 sherbourne st
                        ","565 Sherbourne St, Toronto, ON M4X 1W7, Canada",Apartment,1468,1.00,1,43.6701586,-79.3756379,0,1,1,1,1,1,1,700,0,0,90,89,99,https://i.ebayimg.com/00/s/Njk0WDgwMA==/z/TNkAAOSwHeRfBhpY/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/6V4AAOSwD7hfBhpb/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/2yYAAOSwm91fBhpf/$_2.JPG,1
"
                            1 bedroom LOFT Apart!  In Forest Hill
                        ","1786 Bathurst St, Toronto, ON M5P, Canada",Apartment,1595,1.00,1,43.6958798,-79.4244594,0,0,1,1,1,0,0,850,0,1,61,78,74,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/gPwAAOSw0Yxe7jNx/$_27.JPG,https://i.ebayimg.com/00/s/MzYwWDQ4MA==/z/GFIAAOSwk-Ne7jN7/$_2.JPG,https://i.ebayimg.com/00/s/MzYwWDQ4MA==/z/rJEAAOSwhk5e7jOC/$_2.JPG,1
"
                            1+1 Bed, 2 Bath Beautiful South Facing Unit for Rent at 1 Bloor!
                        ","1 Bloor, Toronto M4W 0A8 ON, Canada",Apartment,2700,1.50,2,43.6702,-79.3865,0,1,1,1,1,0,1,740,0,1,10,98,71,https://i.ebayimg.com/00/s/NDI2WDY0MA==/z/-~sAAOSwJrpfB5Oj/$_27.JPG,https://i.ebayimg.com/00/s/MzgyWDQ1Nw==/z/XhkAAOSwNGxfB5Ol/$_2.JPG,https://i.ebayimg.com/00/s/NDI1WDUzMg==/z/SjUAAOSwQkhfB5Om/$_2.JPG,1.5
"
                            ☼HUGE 1 Bdrm + Storefront Studio☼
                        ","Augusta Ave, Toronto, ON M5T 2L4, Canada",Apartment,1950,1.00,1.5,43.6544984,-79.4020059,0,0,0,0,0,0,0,1300,0,0,91,92,69,https://i.ebayimg.com/00/s/MjYzWDM1MA==/z/x~sAAOSwbu1fB40b/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/FN8AAOSwiKRfB40n/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/cl0AAOSwmHRfB404/$_2.JPG,1
"
                            Loft bachelor for sublet 
                        ","M5A1S3, Canada",Apartment,1395,1.00,1,43.6549368,-79.3686431,1,1,1,1,0,0,0,300,0,1,90,95,99,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/VmsAAOSwHE1fB4qI/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/L7wAAOSwwt1fB4qJ/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/dbcAAOSw2NVfB5vQ/$_2.JPG,1
"
                            2 bedroom basement apartment in greenwood village, utilities inc
                        ","Strathmore Blvd, Toronto, ON M4J 1P6, Canada",Apartment,1600,2.00,1,43.683431,-79.3289101,1,1,1,1,0,0,0,800,0,1,87,80,81,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/SHAAAOSwCFhfB4q2/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDUzMw==/z/3DUAAOSw~8VfB4q9/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDUzMw==/z/~OsAAOSwMnJfB4rA/$_2.JPG,2
"
                            Unique One Bedroom in Roncesvalles/High Park Estate House
                        ","26 High Park Gardens, Toronto, ON M6R 1S9, Canada",Apartment,2600,1.00,1,43.6490926,-79.45706,1,1,1,1,1,0,0,1200,0,0,65,93,78,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/3KYAAOSwQ8BfB4jc/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/v5QAAOSwzTtfB4jg/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/ZesAAOSwGgZfB4jk/$_2.JPG,1
"
                            Fully Renovated 1-Bdrm Basement Suite in East York!
                        ","207 Gamble Ave, East York, ON M4J 2P4, Canada",Apartment,1295,1.00,1,43.6910533,-79.345024,0,1,0,0,0,0,0,700,0,1,71,72,81,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/YloAAOSwD7VfB3on/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/15IAAOSw6khfB3op/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/zMEAAOSw1u9fB3or/$_2.JPG,1
"
                            1 BEDROOM APARTMENT FOR RENT AT WESTON AND LAWRENCE
                        ","80 Clouston Ave, York, ON M9N 1A7, Canada",Apartment,1400,1.00,1,43.6945313,-79.5084811,1,1,1,0,0,0,0,465,0,1,49,78,58,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/fJkAAOSwQyBfB4eJ/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/-84AAOSwV85fB4eO/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/lqYAAOSwHslfB4fQ/$_2.JPG,1
"
                            Toronto Apartment for Rent
                        ","1297 Davenport Rd, Toronto, ON M6H 2H3, Canada",Apartment,1599,1.50,1,43.6737293,-79.437723,0,0,0,1,1,0,0,750,0,1,70,79,81,https://i.ebayimg.com/00/s/NTA1WDgwMA==/z/lJAAAOSwNZNeyw6U/$_27.JPG,https://i.ebayimg.com/00/s/NTA1WDgwMA==/z/kykAAOSw0uZeyw5W/$_2.JPG,https://i.ebayimg.com/00/s/NTA1WDgwMA==/z/jqwAAOSwvqdeyw4D/$_2.JPG,1.5
"
                            BOTH LONG/SHORT TERM UNIT AVAILABLE
                        ","344 Weston Rd, York, ON M6N 3P8, Canada",Apartment,1450,1.00,1,43.6794632,-79.4748282,1,1,1,1,1,1,0,900,1,1,61,74,64,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/JvYAAOSwa09fB3u8/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/84UAAOSwZxNfB3vy/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/2bUAAOSwl-VfB3w-/$_2.JPG,1
"
                            Cozy Studio Apartment - ALL UTILITIES INCLUDED 
                        ","494 Runnymede Rd, Toronto, ON M6S 2Z5, Canada",Apartment,900,1.00,1,43.6595761,-79.480103,1,1,1,1,0,1,0,350,0,0,67,78,91,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/1dUAAOSwjAJfB31a/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/g9QAAOSwJs5fB31c/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/RqAAAOSwHYFfB31d/$_2.JPG,1
"
                            1 Br Cabbagetown
                        ",", Toronto M4X1A8 ON",Apartment,1695,1.00,1,43.6659575,-79.3675873,1,1,1,1,0,0,0,500,0,1,87,87,99,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/GrkAAOSwCcJfB3k9/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/VQoAAOSwDHNfB3l0/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/boQAAOSw0itfB3l6/$_2.JPG,1
"
                            Bright & spacious main floor 2 bdrm in Hillcrest-Cedarvale
                        ","59 Claxton Blvd, York, ON M6C 1L9, Canada",Apartment,2300,2.00,1,43.6886703,-79.4244323,0,1,1,1,1,0,0,850,0,1,56,82,81,http://img.youtube.com/vi/mp3o6RGp_5w/0.jpg,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/b1AAAOSwyHFe~1Ue/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/GAoAAOSwekZe~1Un/$_2.JPG,2
"
                            SHORT/LONG TERM RENTAL
                        ","346 Weston Rd, Toronto, ON M6N 3P6, Canada",Apartment,2100,2.00,1,43.6794314,-79.4749025,1,1,1,1,0,1,0,2000,1,1,61,74,64,https://i.ebayimg.com/00/s/NzAzWDgwMA==/z/P2gAAOSwUQFfB25M/$_27.JPG,https://i.ebayimg.com/00/s/NTk5WDgwMA==/z/brkAAOSwlVBfB28u/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/lUYAAOSw-bBfB24W/$_2.JPG,2
"
                            The Bloordale - 3 Bedroom, 2 Bathroom for Rent
                        ","4340 Bloor Street West, Toronto, ON, M9C 2A6",Apartment,2599,3.00,2,43.6320994,-79.5761034,0,1,1,1,1,0,0,1120,0,0,51,52,61,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/cGwAAOSwkc5fB3Ob/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/xEwAAOSwov5fB3Oe/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/C2gAAOSwbX1fB3Oa/$_2.JPG,3
"
                            Upgraded Jr. 1 Bed For Rent w/ In-Suite Laundry-Liberty Village
                        ","200 Dufferin Street, Toronto, ON, M6K 1Z4",Apartment,1619,1.00,1,43.6363313,-79.4263436,0,1,1,1,1,0,1,470,0,0,79,90,78,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/MA0AAOSwk25fB3He/$_27.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/zb4AAOSwZm1fB3Hd/$_2.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/jBcAAOSwcT1fB3He/$_2.JPG,1
"
                            Large 1 Bedroom - Downtown - Renovated - On-site Gym!
                        ","392 Sherbourne Street, Toronto, ON, M4X 1K3",Apartment,1609,1.00,1,43.6637115,-79.3732778,0,1,1,1,1,0,1,468,0,0,93,87,10,https://i.ebayimg.com/00/s/Mjk5WDQ0OA==/z/bHMAAOSwgw9fB3HQ/$_27.JPG,https://i.ebayimg.com/00/s/Mjk5WDQ0OA==/z/MucAAOSwyKBfB3HQ/$_2.JPG,https://i.ebayimg.com/00/s/Mjk5WDQ0OA==/z/0hUAAOSwbkxfB3HQ/$_2.JPG,1
"
                            Valencia Towers - 2 Bedroom, 1 Bathroom for Rent
                        ","6020 Bathurst Street, Toronto, ON, M2R 1Z8",Apartment,1939,2.00,1,43.7878919,-79.4477236,0,1,1,1,1,0,1,1009,0,0,72,64,56,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/LMsAAOSwyhhfB3IC/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/BwEAAOSw2RNfB3IA/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/Uf8AAOSw8edfB3IB/$_2.JPG,2
"
                            The Ellington - 1 Bedroom Apartment for Rent
                        ","7 Carlton Street, Toronto, ON, M5B 2M3",Apartment,2150,1.00,1,43.6610563,-79.3826698,1,1,1,1,0,0,1,750,0,1,99,95,93,https://i.ebayimg.com/00/s/NzI2WDk2OA==/z/YI4AAOSwHWJe4XIa/$_27.JPG,https://i.ebayimg.com/00/s/MjU2WDM0MQ==/z/jswAAOSwHcxe4XIY/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/DzQAAOSwSiVe4XIY/$_2.JPG,1
"
                            The Ellington - 2 Bedroom + Den Apartment for Rent
                        ","7 Carlton Street, Toronto, ON, M5B 2M3",Apartment,3000,2.50,2,43.6610563,-79.3826698,1,1,1,1,0,0,1,1000,0,1,99,95,93,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/XgUAAOSwMwhe4XIG/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/wvwAAOSwNX1e4XIH/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/NzQAAOSwouxe4XIF/$_2.JPG,2.5
"
                            The Ellington - 1 Bedroom + den Apartment for Rent
                        ","7 Carlton Street, Toronto, ON, M5B 2M3",Apartment,2250,1.5,1,43.6610563,-79.3826698,1,1,1,1,0,0,1,730,0,1,99,95,93,https://i.ebayimg.com/00/s/NzI2WDk2OA==/z/yxQAAOSwythe4XIC/$_27.JPG,https://i.ebayimg.com/00/s/MjU2WDM0MQ==/z/0d8AAOSw7Bde4XIC/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/QIUAAOSwvhte4XID/$_2.JPG,1.5
"
                            729-200 Dundas Street East - Condo Unit Apartment for Rent
                        ","200 Dundas street east, Toronto, ON, M5A 1Z4",Apartment,2250,2.50,1,43.6573757,-79.3740982,0,0,0,1,0,0,1,700,0,0,95,96,99,https://i.ebayimg.com/00/s/NzY4WDExNTM=/z/s8sAAOSw8zJe4XHD/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTM=/z/WScAAOSwKVhe4XHD/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTM=/z/TusAAOSwFxpe4XHC/$_2.JPG,2.5
"
                            169 St George - Studio Apartment for Rent
                        ","169 St. George Street, Toronto, ON, M5R 2M2",Apartment,1640,1.00,1,43.6708741,-79.400709,0,1,1,1,1,0,0,500,0,0,88,98,75,https://i.ebayimg.com/00/s/NzY4WDExNTU=/z/i~oAAOSwyKBfBcu~/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTU=/z/hkwAAOSwkjlfBcu~/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTU=/z/BpUAAOSwcT1fBcu~/$_2.JPG,1
"
                            169 St George - 3 Bedroom Apartment for Rent
                        ","169 St. George Street, Toronto, ON, M5R 2M2",Apartment,4200,3.00,2,43.6708741,-79.400709,0,1,1,1,1,0,0,1400,0,0,88,98,75,https://i.ebayimg.com/00/s/NzY4WDExNTY=/z/ypgAAOSwQ2tfBcu~/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTQ=/z/yVwAAOSwENFfBcu~/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTY=/z/27QAAOSwiYJfBcu~/$_2.JPG,3
